latitude,longitude,is_large
-15.6633,-146.884995,0
-15.248299598693848,-146.61700439453125,0
-14.428099632263184,-146.2570037841797,0
61.1339,-146.248001,0
-14.436800003051758,-146.07000732421875,0
63.9944992065,-145.722000122,0
-16.054100036621094,-145.65699768066406,0
68.1147,-145.578995,0
-17.3526,-145.509995,0
60.491798,-145.477997,0
62.1548996,-145.4570007,0
66.57150268554688,-145.25,0
-14.709500312805176,-145.24600219726562,0
-14.45580005645752,-145.02499389648438,0
-16.5839,-143.658005,0
70.134003,-143.582001,0
62.9612999,-141.9290009,0
-18.0748,-140.945999,0
-15.81995,-140.88729,0
62.410301208496094,-140.86700439453125,0
-8.7956,-140.229004,0
67.57060241699219,-139.83900451660156,0
59.508717,-139.660435,0
64.04309844970703,-139.1280059814453,0
69.548229,-139.091608,0
61.37110137939453,-139.04100036621094,0
-9.76879024506,-139.011001587,0
-14.809499740600586,-138.81300354003906,0
60.78919982910156,-137.54600524902344,0
-18.46652,-136.43855,0
63.61640167236328,-135.8679962158203,0
58.4253006,-135.7070007,0
59.24380111694336,-135.5240020751953,0
57.04710006713867,-135.36199951171875,0
60.709599,-135.067001,0
68.223297,-135.00599,0
-23.07990074157715,-134.88999938964844,0
67.40750122070312,-134.86099243164062,0
58.35499954223633,-134.5760040283203,0
56.9613990784,-133.910003662,0
68.30419921880001,-133.483001709,0
62.20750045776367,-133.37600708007812,0
55.579200744599994,-133.076004028,0
69.433296,-133.026001,0
56.80170059,-132.9450073,0
60.17279815673828,-132.7429962158203,0
61.9706001282,-132.42300415,0
56.48429871,-132.3699951,0
54.02750015258789,-132.125,0
53.25429916379999,-131.813995361,0
55.35559845,-131.7140045,0
55.037026,-131.572695,0
54.286098480199996,-130.445007324,0
55.935410448,-129.982434511,0
60.11640167236328,-128.82200622558594,0
66.24079895019531,-128.6510009765625,0
54.468498,-128.576009,0
50.680599212646484,-127.36699676513672,0
54.82469940185547,-127.18299865722656,0
50.58219909667969,-126.91600036621094,0
65.28160095214844,-126.7979965209961,0
52.387501,-126.596001,0
49.079833,-125.775583,0
64.909697,-125.572998,0
49.950802,-125.271004,0
71.9938964844,-125.242996216,0
49.7108,-124.887001,0
49.69419860839844,-124.51799774169922,0
49.83420181274414,-124.5,0
43.41709899902344,-124.24600219726562,0
41.78020096,-124.2369995,0
40.803398132299996,-124.112998962,0
40.978101,-124.109,0
69.3608381154,-124.075469971,0
44.580399,-124.057999,0
46.971199035599994,-123.93699646,0
46.158000946,-123.878997803,0
49.05497,-123.869863,0
48.120201110839844,-123.5,0
60.235801696799996,-123.46900177,0
63.20940017700195,-123.43699645996094,0
65.21109771728516,-123.43599700927734,0
48.6469,-123.426003,0
44.49720001,-123.2900009,0
44.12459945678711,-123.21199798583984,0
39.125999450684,-123.20099639893,0
49.193901062,-123.183998108,1
45.19440079,-123.1360016,0
55.304402,-123.132004,0
49.0742,-123.012001,0
44.90950012,-123.0029984,0
45.540401,-122.949997,0
46.9693985,-122.9029999,0
46.11800003049999,-122.898002625,0
42.37419891357422,-122.87300109863281,0
38.50899887,-122.8130035,0
45.247100830078125,-122.7699966430664,0
47.490200042725,-122.76499938965,0
53.8894004822,-122.679000854,0
48.351799,-122.655998,0
45.58869934,-122.5979996,1
58.8363990784,-122.597000122,0
47.07920074,-122.5810013,0
47.26789856,-122.5780029,0
48.79280090332031,-122.53800201416016,0
53.026100158691406,-122.51000213623047,0
47.137699,-122.475998,0
45.54940032959,-122.40100097656,0
37.61899948120117,-122.375,1
49.025299,-122.361,0
47.449001,-122.308998,1
47.529999,-122.302002,0
40.50899887,-122.2929993,0
47.9063,-122.281998,0
40.1506996155,-122.251998901,0
37.721298,-122.221001,1
52.1831016541,-122.054000854,0
37.4161,-122.049004,0
37.362598,-121.929001,1
38.262699,-121.927002,0
36.58700180053711,-121.84300231933594,0
42.156101,-121.733002,0
55.687198638916016,-121.62699890136719,0
36.662799835205,-121.60600280762,0
38.69540023803711,-121.59100341796875,1
39.09780121,-121.5699997,0
49.368865,-121.49495,0
38.5125007629,-121.492996216,0
39.136101,-121.436996,0
38.66759872,-121.401001,0
38.553902,-121.297997,0
37.894199371338,-121.2379989624,0
61.76020050048828,-121.23699951171875,0
45.620979,-121.170777,0
44.2541008,-121.1500015,0
37.625801,-120.954002,0
56.238098,-120.739998,0
35.236801147499996,-120.641998291,0
35.67290115,-120.6269989,0
34.737301,-120.584,0
37.38050079,-120.5680008,0
46.56819916,-120.5439987,0
37.28469849,-120.5139999,0
49.4681015015,-120.511001587,0
34.898899,-120.457001,0
50.7022018433,-120.444000244,0
47.3988990784,-120.207000732,0
55.7422981262207,-120.18299865722656,0
39.319999694799996,-120.13999939,0
38.89390182495117,-119.99500274658203,0
36.33300018,-119.9520035,0
34.42620087,-119.8399963,0
39.49909973144531,-119.76799774169922,1
36.776199,-119.718002,0
49.46310043334961,-119.60199737548828,0
58.49140167236328,-119.40799713134766,0
36.318699,-119.392998,0
49.9561,-119.377998,0
50.24810028076172,-119.33100128173828,0
47.20769882,-119.3199997,0
52.11669921875,-119.28299713134766,0
50.682802,-119.228996,0
34.200801849365,-119.20700073242,0
34.120300293,-119.121002197,0
46.26470184326172,-119.11900329589844,0
34.213699,-119.094002,1
35.433601,-119.056999,0
35.324799,-118.996002,0
43.5918998718,-118.955001831,0
55.1796989441,-118.885002136,0
45.695098877,-118.841003418,0
39.41659927,-118.7009964,0
40.0663986206,-118.565002441,0
34.209800720215,-118.48999786377,0
34.0158,-118.450996,0
49.015598,-118.431,0
33.942501,-118.407997,1
37.3731002808,-118.363998413,0
34.197703,-118.356378,0
33.922798,-118.334999,0
46.09489822,-118.288002,0
34.74110031,-118.2190018,0
50.962245,-118.184258,0
33.817699,-118.152,0
34.629398,-118.084999,0
33.79000092,-118.052002,0
34.905399,-117.884003,0
33.675701,-117.867996,0
44.837299346900004,-117.808998108,0
40.8965988159,-117.805999756,0
70.76280212402344,-117.80599975585938,0
35.6853981,-117.6920013,0
47.615101,-117.655998,0
49.2963981628,-117.632003784,0
34.055999755859375,-117.60099792480469,1
47.6199,-117.533997,0
56.226898,-117.446999,0
33.9519,-117.445,0
33.30130005,-117.3550034,0
47.682800292969,-117.32299804688,0
64.11609649658203,-117.30999755859375,0
33.1283,-117.279999,0
33.880699,-117.259003,0
34.095402,-117.235001,0
32.69919968,-117.2149963,0
32.7336006165,-117.190002441,1
58.62139892578125,-117.16500091552734,0
32.86840057,-117.1429977,0
46.7439,-117.110001,0
38.06019974,-117.086998,0
46.3745002746582,-117.01499938964844,0
51.299196,-116.982002,0
32.572299957275,-116.98000335693,0
32.541099548339844,-116.97000122070312,1
47.77429962,-116.8199997,0
34.85369873,-116.7870026,0
35.2804985046,-116.629997253,0
33.8297,-116.507004,0
53.578899383499994,-116.464996338,0
43.5644,-116.223,0
34.2962,-116.162003,0
33.62670135498,-116.16000366211,0
44.88970184,-116.1009979,0
36.6194,-116.032997,0
43.043598,-115.872002,0
37.23500061035156,-115.81099700927734,0
40.82490158081055,-115.79199981689453,0
54.14390182495117,-115.78700256347656,0
60.8396987915,-115.782997131,0
49.610801696777,-115.78199768066,0
32.829201,-115.671996,0
32.834201812699995,-115.57900238,0
32.6306,-115.241997,0
36.210701,-115.194,0
36.08010101,-115.1520004,1
67.816704,-115.143997,0
36.2361984253,-115.033996582,0
35.947498,-114.861,0
39.29970169,-114.8420029,0
55.2930984497,-114.777000427,0
33.6192016602,-114.717002869,0
34.7663002014,-114.623001099,0
32.656601,-114.606003,0
35.157398,-114.559998,0
32.547501,-114.511786,0
42.4818,-114.487999,0
62.462799,-114.440002,0
51.1031,-114.374001,0
34.571098,-114.358002,0
43.50439835,-114.2959976,0
48.31050109863281,-114.25599670410156,0
34.43826,-114.222531,1
46.91630173,-114.0910034,0
36.834999,-114.055,0
40.7187004089,-114.03099823,0
51.113899231,-114.019996643,1
49.520599365200006,-113.997001648,0
35.259499,-113.938004,0
52.182201,-113.893997,0
45.1237983704,-113.880996704,0
42.542598724399994,-113.772003174,0
61.1808013916,-113.690002441,0
53.309700012200004,-113.580001831,1
37.036389,-113.510306,0
37.70100021362305,-113.0989990234375,0
49.6302986145,-112.800003052,0
42.9098014831543,-112.59600067138672,0
45.95479965209961,-112.49700164794922,0
34.654499,-112.419998,0
33.535,-112.383003,0
48.608657,-112.378183,0
35.9524,-112.147003,0
37.706401825,-112.144996643,0
43.514599,-112.070999,0
41.195899963379,-112.0120010376,0
33.435302,-112.005905,1
40.619499,-111.992996,0
46.6068,-111.983002,0
40.785749,-111.979746,1
41.12403,-111.973086,0
60.020302,-111.961998,0
41.7911987305,-111.851997375,0
40.2192,-111.723,0
35.1385,-111.670998,0
33.3078,-111.654999,0
25.053801,-111.614998,0
36.92610168,-111.447998,0
47.48199844,-111.3710022,0
25.989200592041016,-111.3479995727539,0
56.653301239,-111.222000122,0
45.77750015,-111.1529999,0
44.68840027,-111.1179962,0
58.7672004699707,-111.11699676513672,0
29.095899581900003,-111.047996521,1
41.27479935,-111.0350037,0
32.115004,-110.938053,0
27.9689998626709,-110.92500305175781,0
32.1665000916,-110.883003235,0
31.4177,-110.848,0
54.304199,-110.744003,0
43.6072998046875,-110.73799896240234,0
35.021900177,-110.722999573,0
50.01890182495117,-110.72100067138672,0
62.418303,-110.681998,0
64.6988983154,-110.614997864,0
45.6994018555,-110.447998047,0
24.072700500499998,-110.361999512,0
31.587383,-110.348225,0
54.404998779296875,-110.27899932861328,0
42.58509827,-110.1110001,0
53.309200286865234,-110.072998046875,0
22.948211,-109.938155,0
27.39259910583496,-109.83300018310547,0
42.79550171,-109.8069992,0
48.542999,-109.762001,0
23.1518,-109.721001,1
31.4689998627,-109.603996277,0
40.4408989,-109.5100021,0
47.04930114746094,-109.46700286865234,0
-27.1648006439,-109.42199707,0
51.5175018311,-109.180999756,0
25.685447,-109.081055,0
41.5942,-109.065001,0
44.520198822,-109.024002075,0
35.511100769,-108.789001465,0
42.8152008057,-108.730003357,0
45.807701,-108.542999,0
39.126663,-108.529387,0
54.125301361083984,-108.52300262451172,0
59.5614013671875,-108.48100280761719,0
43.064201355,-108.459999084,0
52.769409,-108.243742,0
36.741199,-108.230003,0
43.965698,-107.950996,0
38.509799957300004,-107.893997192,0
39.526299,-107.726997,0
32.262298584,-107.721000671,0
50.291900634799994,-107.691001892,0
27.725133,-107.652015,0
24.76504,-107.475228,0
33.2369,-107.272003,0
41.80559921,-107.1999969,0
59.33440017700195,-107.18199920654297,0
44.76919937133789,-106.9800033569336,0
32.289398193359375,-106.9219970703125,0
39.64260101,-106.9179993,0
39.22320175,-106.8690033,0
52.170799255371094,-106.69999694824219,0
48.212502,-106.614998,0
35.040199,-106.609001,0
42.908001,-106.463997,0
31.63610076904297,-106.42900085449219,0
31.84950066,-106.3799973,0
31.80719948,-106.3779984,0
23.1614,-106.265999,1
32.852501,-106.107002,0
35.617099762,-106.088996887,0
32.8399009705,-105.990997314,0
28.702899932900003,-105.964996338,0
46.428001403808594,-105.88600158691406,0
37.434898,-105.866997,0
59.250301361083984,-105.84100341796875,0
41.31209945678711,-105.67500305175781,0
53.214199066199996,-105.672996521,0
57.256099700927734,-105.61799621582031,0
48.094501495399996,-105.574996948,0
50.330299377441406,-105.55899810791016,0
44.3489,-105.539001,0
33.462799072266,-105.53500366211,0
55.151401519800004,-105.262001038,0
20.680099487304688,-105.25399780273438,1
35.654202,-105.141998,0
69.1081008911,-105.138000488,0
39.90879822,-105.1169968,0
39.57009888,-104.848999,0
21.4195,-104.843002,0
41.15570068,-104.8119965,0
47.13869858,-104.8069992,0
38.67839813,-104.7570038,0
39.701698,-104.751999,0
38.805801,-104.700996,0
39.861698150635,-104.672996521,1
50.43190002441406,-104.66600036621094,0
19.1448,-104.558998,0
33.301601,-104.530998,0
24.1242008209,-104.527999878,0
38.289101,-104.497002,0
32.337501525878906,-104.26300048828125,0
47.706902,-104.193001,0
58.27669906616211,-104.08200073242188,0
53.33250045776367,-104.00800323486328,0
48.258387,-103.748797,0
35.182800293,-103.602996826,0
41.87400055,-103.5960007,0
19.277,-103.577002,0
25.568300247199996,-103.411003113,0
34.382801,-103.321999,0
20.521799087524414,-103.31099700927734,1
32.6875,-103.2170029,0
31.779600143399996,-103.200996399,0
58.10689926147461,-103.1719970703125,0
44.14500046,-103.1039963,0
42.837600708,-103.095001221,0
44.0452995300293,-103.05699920654297,0
41.10129929,-102.9850006,0
49.2103004456,-102.966003418,0
30.9157009125,-102.916000366,0
46.7974014282,-102.802001953,0
22.8971004486,-102.68699646,0
36.0225982666,-102.54699707,0
51.26470184326172,-102.46199798583984,0
21.705601,-102.318001,0
18.0016994476,-102.221000671,0
31.9424991607666,-102.2020034790039,0
19.3967,-102.039001,0
33.663601,-101.822998,0
35.219398,-101.706001,0
39.37060165,-101.6989975,0
54.6781005859375,-101.68199920654297,0
57.8894,-101.679001,0
36.6851005554,-101.508003235,0
20.9935,-101.481003,0
26.9557,-101.470001,0
58.6175003052,-101.46900177,0
17.601600647,-101.460998535,0
48.4156,-101.358002,0
48.2593994140625,-101.27999877929688,0
55.7491989136,-101.26599884,0
52.120602,-101.236,0
53.97140121459961,-101.09100341796875,0
56.86389923095703,-101.07599639892578,0
19.849899,-101.025002,0
37.0442009,-100.9599991,0
22.254299163800003,-100.930999756,0
25.54949951171875,-100.92900085449219,0
29.3742008209,-100.927001953,0
49.8782997131,-100.917999268,0
20.546,-100.887001,0
29.359501,-100.778002,0
46.772701263427734,-100.74600219726562,0
37.9275016785,-100.723999023,0
41.12620163,-100.6839981,0
30.585699081421,-100.6490020752,0
40.20629883,-100.5920029,0
42.85779953,-100.5479965,0
28.627399,-100.535004,0
31.35770034790039,-100.49600219726562,0
45.54650116,-100.4079971,0
34.4337997437,-100.288002014,0
44.38270187,-100.2860031,0
25.865601,-100.237,0
20.6173,-100.185997,0
25.7785,-100.107002,0
51.100799560546875,-100.052001953125,0
56.513301849365234,-99.98529815673828,0
37.76340103149414,-99.9655990600586,0
49.91,-99.951897,0
32.420799,-99.854599,0
30.5112991333,-99.7634963989,0
16.757099,-99.753998,1
32.4113006592,-99.68190002440001,0
27.443899,-99.570503,0
19.3370990753,-99.56600189210002,0
36.438,-99.5226667,0
27.543800354003906,-99.46160125732422,0
31.1793003082,-99.3238983154,0
38.84220123,-99.27320099,0
34.667099,-99.266701,0
18.834801,-99.261299,0
19.4363,-99.072098,1
34.991317,-99.051313,0
19.7458,-99.0145,1
40.727001,-99.006798,0
23.7033004761,-98.9564971924,0
56.7928009033,-98.9072036743,0
38.872100830078,-98.811798095703,0
46.92969894,-98.67819977,0
29.38419914,-98.58110046,0
58.7061,-98.512199,0
33.9888,-98.491898,0
29.336999893188,-98.471099853516,0
29.533701,-98.469803,1
45.449100494384766,-98.42179870605469,0
34.5676994324,-98.4166030884,0
34.64979935,-98.40219879,0
19.1581001282,-98.3713989258,0
40.967498779296875,-98.30960083007812,0
29.529699,-98.2789,0
49.903099,-98.273817,0
26.176141,-98.237965,0
44.38520050048828,-98.22850036621094,0
26.0089,-98.2285,0
54.51890182495117,-98.04609680175781,0
27.7409,-98.026901,0
36.339199,-97.916496,0
22.2964000702,-97.8658981323,0
55.80110168457031,-97.86419677734375,0
29.8927,-97.862999,0
38.0654983521,-97.86060333250002,0
53.95830154418945,-97.84420013427734,0
31.0672,-97.828903,0
27.5072002411,-97.8097000122,0
59.4874992371,-97.78029632570001,0
54.610599517822266,-97.76080322265625,0
31.1387,-97.7145,0
55.31890106201172,-97.70780181884766,0
30.197535,-97.662015,1
26.228500366210938,-97.65440368652344,0
38.79100036621094,-97.6521987915039,0
35.393101,-97.6007,0
25.7698993683,-97.5252990723,0
27.770399,-97.501198,0
20.6026992798,-97.46080017090001,0
32.769199,-97.441498,0
41.985500335693,-97.435096740723,0
37.649899,-97.433098,0
25.90679931640625,-97.4259033203125,0
31.15250015258789,-97.40779876708984,0
47.961101532,-97.4011993408,0
35.4147,-97.386597,0
42.916698455811,-97.385902404785,0
32.819801,-97.362396,0
41.44800186,-97.34259796,0
32.987598,-97.318802,0
27.69260025,-97.29109955,0
52.9965258788,-97.2741937637,0
37.62189865,-97.26820374,0
49.909999847399995,-97.2398986816,1
31.611299514770508,-97.23049926757812,0
47.949299,-97.176102,0
55.58890151977539,-97.16419982910156,0
44.91400146,-97.15470123,0
36.73199844,-97.09980011,0
15.8769,-97.089103,0
36.161201477051,-97.08570098877,0
50.62810134887695,-97.04329681396484,0
32.896801,-97.038002,1
50.0564,-97.032501,0
52.358898,-97.018303,0
28.85260009765625,-96.91850280761719,0
32.847099,-96.851799,0
46.92070007324219,-96.81580352783203,0
19.4750995636,-96.7975006104,0
39.053021,-96.764202,0
40.85100173950195,-96.75920104980469,0
43.585463,-96.741152,0
16.9999008179,-96.726600647,0
39.14099884033203,-96.6707992553711,0
56.0374984741,-96.50969696039999,0
42.397605,-96.382237,0
30.58860016,-96.36380005,0
15.775611,-96.26079,0
19.1459007263,-96.1873016357,0
56.08940124511719,-96.08920288085938,0
64.29889678960001,-96.077796936,0
50.294399,-96.010002,0
36.039600372314,-95.984596252441,0
41.118301391602,-95.912498474121,0
41.3032,-95.894096,0
36.19839859008789,-95.88809967041016,1
68.635597229,-95.84970092770001,0
34.882401,-95.783501,0
38.950901,-95.663597,0
29.622299194336,-95.65650177002,0
39.069899,-95.622606,0
56.05163,-95.620523,0
30.7469005585,-95.5871963501,0
37.668173,-95.486727,0
52.04560089111328,-95.4657974243164,0
29.108601,-95.462097,0
33.636600494385,-95.450798034668,0
30.351801,-95.414497,0
32.35409927368164,-95.40239715576172,0
45.8662986755,-95.39469909670001,0
29.984399795532227,-95.34140014648438,1
54.93330001831055,-95.27890014648438,0
29.645399,-95.2789,0
29.607299804700002,-95.1587982178,0
16.449301,-95.093697,0
44.54719925,-95.08229828,0
74.7169036865,-94.9693984985,0
47.50939941,-94.93370056,0
39.771900177002,-94.909698486328,0
29.265300750732422,-94.86039733886719,0
53.84560012817383,-94.85189819335938,0
31.2339992523,-94.75,0
39.2976,-94.713898,1
32.38399887084961,-94.71150207519531,0
56.35749816894531,-94.71060180664062,0
53.857200622558594,-94.65360260009766,0
48.7284011841,-94.612197876,0
39.123199462890625,-94.5927963256836,0
18.1033992767,-94.58070373540001,0
37.151798,-94.498299,0
54.55889892578125,-94.49140167236328,0
35.336601,-94.367401,0
49.788299560546875,-94.36309814453125,0
36.281898,-94.306801,0
42.55149841,-94.19259644,0
36.00510025024414,-94.17009735107422,0
46.402861,-94.129727,0
54.839698791503906,-94.07859802246094,0
61.0942001343,-94.07080078119999,0
58.739200592041016,-94.06500244140625,0
52.655799865722656,-94.0614013671875,0
45.5466,-94.059898,0
29.9508,-94.020699,0
33.45370101928711,-93.99099731445312,0
51.819698333740234,-93.97329711914062,0
32.446602,-93.8256,0
51.066898345947266,-93.79309844970703,0
41.534,-93.663101,0
32.501801,-93.662697,0
69.5467,-93.576698,0
54.167198181152344,-93.55719757080078,0
38.730301,-93.547897,0
48.65420150756836,-93.439697265625,0
48.566200256347656,-93.4030990600586,0
37.245701,-93.388603,0
53.06420135498047,-93.34439849853516,0
30.831699,-93.339897,0
43.157798767100005,-93.3312988281,0
30.126100540161133,-93.22329711914062,0
44.882,-93.221802,1
31.0447998,-93.1917038,0
16.739901,-93.173301,0
36.26150131225586,-93.15470123291016,0
34.4788,-93.096262,0
44.93450164794922,-93.05999755859375,0
16.5636005402,-93.02249908450001,0
47.3866,-92.838997,0
17.996999740600586,-92.81739807128906,0
33.22100067138672,-92.81330108642578,0
49.831699,-92.744202,0
43.0726013184,-92.6108016968,0
62.24000167849999,-92.59809875490001,0
31.3274,-92.549797,0
40.09349822998047,-92.5448989868164,0
45.14830017,-92.5381012,0
43.908298,-92.5,0
34.590599,-92.479401,0
36.3689002991,-92.47049713130001,0
41.106368,-92.449837,0
42.557098388671875,-92.40029907226562,0
14.7943000793,-92.3700027466,0
31.394266,-92.294082,0
34.729582,-92.223728,0
38.8181,-92.219597,0
53.8911018371582,-92.19640350341797,0
46.842098,-92.193604,0
34.916900634799994,-92.14969635010002,0
37.74160004,-92.14070129,0
62.8114013672,-92.1157989502,0
55.8656005859375,-92.0813980102539,0
32.510899,-92.037697,0
30.205299,-91.987602,0
34.1731,-91.9356,0
50.11389923095703,-91.9052963256836,0
30.0378,-91.883904,0
47.82450104,-91.83070374,0
51.72719955444336,-91.82440185546875,0
18.65369987487793,-91.79900360107422,0
53.44139862060547,-91.76280212402344,0
33.6385994,-91.75099945,0
49.428204,-91.720418,0
41.884701,-91.7108,0
14.521431,-91.697001,0
48.7738990784,-91.6386032104,0
44.86579895019531,-91.48429870605469,0
46.025199890100005,-91.44429779050002,0
52.943599700927734,-91.31279754638672,0
43.879002,-91.256699,0
39.94269943,-91.19460297,0
30.533199,-91.149597,0
40.783199310302734,-91.12550354003906,0
33.4828987121582,-90.98560333251953,0
13.936200141899999,-90.83580017090001,0
63.346900939899996,-90.73110198970001,0
42.402,-90.709503,0
38.662102,-90.652,0
35.83169937133789,-90.64640045166016,0
14.5833,-90.527496,1
41.448502,-90.5075,0
19.816799163800003,-90.5002975464,0
31.178499,-90.471901,0
15.991999626159668,-90.44529724121094,0
15.468999862670898,-90.40670013427734,0
38.748697,-90.370003,1
29.99340057373047,-90.25800323486328,1
43.938999176025,-90.253402709961,0
51.4463996887207,-90.21420288085938,0
33.4943008423,-90.0847015381,0
32.311199,-90.075897,0
38.89030075069999,-90.0459976196,0
29.82530022,-90.03500366,0
30.042400360107,-90.028297424316,0
35.04240036010742,-89.97669982910156,1
35.9642982483,-89.94400024410001,0
53.81779861450195,-89.89689636230469,0
35.356701,-89.8703,0
16.913799285899998,-89.86640167239999,0
38.5452,-89.835197,0
68.534401,-89.808098,0
40.6642,-89.693298,0
39.844101,-89.677902,0
44.7775993347,-89.6668014526,0
20.937000274699997,-89.657699585,0
44.9262008667,-89.6266021729,0
37.2253,-89.570801,0
34.384300231934,-89.536796569824,0
45.63119888305664,-89.46749877929688,0
43.1399,-89.337502,0
31.4671,-89.337097,0
48.37189865112305,-89.32389831542969,0
31.26479912,-89.25279999,0
37.778099060058594,-89.25199890136719,0
13.69950008392334,-89.11990356445312,0
42.1954,-89.097198,0
30.407301,-89.070099,0
13.4409,-89.055702,1
30.4104003906,-88.92440032959999,0
40.4771,-88.915901,0
35.599899,-88.915604,0
50.29029846191406,-88.90969848632812,0
39.834598541259766,-88.8656997680664,0
16.102399826,-88.80829620360001,0
37.06079864501953,-88.7738037109375,0
34.26810073852539,-88.7698974609375,0
32.3326,-88.7519,0
53.52470016479492,-88.6427993774414,0
33.450298309299995,-88.5914001465,0
15.7309,-88.583801,0
43.98440170288086,-88.55699920654297,0
32.55210114,-88.55560303,0
47.168399810791016,-88.48909759521484,0
20.6413002014,-88.4461975098,0
33.643799,-88.443802,0
18.382200241088867,-88.41190338134766,0
16.519369,-88.407913,0
16.536956787109375,-88.36151123046875,0
18.50469970703125,-88.32679748535156,0
17.539100646972656,-88.30819702148438,1
40.03919983,-88.27809906,0
41.90779877,-88.24859619,0
30.6912,-88.242798,0
16.98251,-88.230988,0
17.51639,-88.194443,0
18.35610008239746,-88.13079833984375,0
44.4851,-88.129601,0
30.626800537100003,-88.06809997559999,0
17.683792,-88.044985,0
17.735015,-88.032862,0
17.9139,-87.9711,0
52.19559860229492,-87.93419647216797,0
42.59569931,-87.92780304,0
15.4526,-87.923599,0
51.5619010925293,-87.90779876708984,0
41.9786,-87.9048,1
42.114222,-87.901494,0
42.947200775146484,-87.89659881591797,1
41.07139968869999,-87.8462982178,0
41.785999,-87.752403,1
56.01890182495117,-87.67610168457031,0
14.3824,-87.621201,0
33.220600128174,-87.611396789551,0
34.74530029,-87.61019897,0
38.0369987488,-87.5324020386,0
36.668598175,-87.49620056150002,0
15.7759,-87.4758,0
41.61629867553711,-87.41280364990234,0
46.353599548300004,-87.395401001,0
52.9593933975,-87.3748683929,0
30.352699,-87.318604,0
39.4515,-87.307602,0
14.06089973449707,-87.21720123291016,0
30.4734,-87.1866,0
